	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
    9500.000 -1666832.700   143877.947    87475.379   184972.725     1135.265 -2354479.677   270185.659    41214.485       27.042       55.389     6750.439       17.633      250.000   116108.000       40.000     2573.000       31.000      144.000       70.000        7.000       69.204        0.000        7.612       22.491        0.692        0.000        2.298        2.317        3.001
    9600.000 -1666491.366   142704.707    86570.796   185195.911     1122.840 -2353845.499   271759.879    42053.339       27.158       55.387     6809.045       17.468      259.000   115732.000       35.000     2636.000       34.000      171.000       79.000        7.000       69.204        0.000        8.304       21.280        1.211        0.000        2.371        2.385        3.010
    9700.000 -1667455.603   142690.641    85781.268   185346.370     1191.335 -2354586.386   272121.171    42629.402       27.117       55.353     6863.871       17.384      256.000   116202.000       39.000     2675.000       29.000      160.000       79.000        7.000       67.474        0.000        8.997       22.664        0.865        0.000        2.212        2.226        2.918
    9800.000 -1667138.594   144576.865    86433.363   184460.663     1206.496 -2356071.338   272255.358    42323.447       26.953       55.395     6757.428       17.305      249.000   116186.000       43.000     2712.000       38.000      164.000       81.000        7.000       69.377        0.000        8.304       21.626        0.692        0.000        2.061        2.077        2.747
    9900.000 -1666094.981   144242.830    87038.654   185432.129     1191.685 -2357386.470   273386.190    42879.313       26.949       55.380     6774.947       17.466      262.000   116170.000       40.000     2631.000       29.000      153.000       86.000        6.000       67.993        0.000        8.304       22.145        1.557        0.000        2.202        2.215        2.898
   10000.000 -1665938.067   144282.721    86810.666   184935.836     1141.613 -2353003.544   269894.641    42509.875       27.000       55.407     6878.717       17.489      260.000   115992.000       40.000     2623.000       32.000      161.000       88.000        7.000       67.474        0.000        8.997       22.837        0.692        0.000        2.219        2.232        2.902
   10100.000 -1665000.268   143567.177    87338.971   184761.103     1191.664 -2353290.191   271431.009    42524.469       27.018       55.422     6819.629       17.553      250.000   116072.000       43.000     2606.000       33.000      146.000       91.000        7.000       68.339        0.000        8.997       21.280        1.384        0.000        2.284        2.295        2.925
   10200.000 -1665425.409   145207.558    86076.152   184864.512     1129.533 -2353564.071   270860.907    42317.781       26.958       55.407     6798.455       17.561      262.000   115880.000       41.000     2634.000       29.000      147.000       97.000        7.000       68.685        0.000        6.920       23.529        0.865        0.000        2.297        2.309        2.973
   10300.000 -1665967.752   143522.691    86761.800   184890.923     1124.369 -2356090.850   273823.315    42656.931       27.142       55.376     6821.345       17.596      263.000   116206.000       42.000     2623.000       32.000      163.000       84.000        8.000       67.301        0.000        9.689       20.588        2.422        0.000        2.202        2.217        2.909
   10400.000 -1667189.887   143749.106    86893.501   184887.700     1130.959 -2355556.268   271705.116    42691.664       27.009       55.402     6756.080       17.491      258.000   116174.000       41.000     2561.000       28.000      166.000       84.000        7.000       66.609        0.000        9.689       22.318        1.384        0.000        2.302        2.321        2.920
   10500.000 -1663932.223   142526.421    86171.176   184991.818     1125.007 -2351900.987   273154.340    42571.908       27.102       55.396     6797.640       17.649      252.000   115772.000       44.000     2620.000       35.000      154.000       84.000        7.000       66.263        0.000        9.689       22.145        1.903        0.000        2.224        2.241        2.889
   10600.000 -1665285.408   141600.546    86286.868   184980.160     1088.528 -2351400.280   272158.771    42732.987       27.054       55.432     6841.461       17.641      259.000   116038.000       47.000     2606.000       28.000      147.000       90.000        7.000       65.571        0.000       11.073       21.799        1.557        0.000        2.262        2.279        2.918
   10700.000 -1665217.428   140727.149    86288.946   186055.273     1111.983 -2350712.628   271311.850    42388.556       27.164       55.416     6819.810       17.489      258.000   116096.000       51.000     2569.000       40.000      164.000       90.000        7.000       69.723        0.000        7.612       22.664        0.000        0.000        2.133        2.148        2.861
   10800.000 -1666225.320   142762.878    85642.010   184882.881     1099.794 -2352804.951   272192.069    42920.259       27.130       55.389     6963.484       17.703      256.000   115810.000       46.000     2657.000       21.000      171.000       86.000        8.000       68.339        0.000        6.920       23.183        1.557        0.000        2.221        2.239        2.885
   10900.000 -1665718.372   143720.789    86636.073   185099.886     1118.538 -2348805.125   266511.466    42050.950       27.039       55.425     6824.692       17.532      248.000   115642.000       45.000     2630.000       23.000      162.000       91.000        8.000       69.896        0.000        7.612       20.761        1.730        0.000        2.224        2.244        2.934
   11000.000 -1666449.455   143499.774    86463.939   185238.642     1076.958 -2353272.532   270543.763    41779.369       27.087       55.414     6790.928       17.480      253.000   116006.000       47.000     2605.000       31.000      162.000       82.000        8.000       68.166        0.000        8.304       22.664        0.865        0.000        2.138        2.153        2.800
   11100.000 -1666593.096   143846.284    86865.807   185219.308     1106.419 -2355933.018   272302.105    42851.128       27.069       55.400     6848.098       17.346      247.000   116310.000       47.000     2630.000       28.000      160.000       84.000        7.000       67.993        0.000       11.073       20.242        0.692        0.000        2.348        2.363        2.951
   11200.000 -1666551.800   143739.439    86307.780   184838.577     1119.420 -2356793.526   274236.509    43417.384       27.035       55.371     6829.176       17.387      245.000   116412.000       39.000     2709.000       32.000      185.000       95.000        7.000       66.263        0.000        8.997       24.048        0.692        0.000        2.300        2.315        2.939
   11300.000 -1666438.769   139235.870    86391.938   185249.312     1136.251 -2355027.863   276575.724    42760.833       27.039       55.373     6842.347       17.346      267.000   116034.000       40.000     2567.000       32.000      173.000       90.000        7.000       67.128        0.000        6.920       24.394        1.557        0.000        2.260        2.276        2.984
   11400.000 -1664505.638   143207.731    86380.223   185325.909     1105.248 -2351505.817   270981.068    41834.133       27.128       55.415     6866.360       17.490      257.000   115896.000       34.000     2655.000       44.000      169.000       79.000        8.000       69.723        0.000        6.920       21.626        1.730        0.000        2.090        2.108        2.886
