	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   25700.000 -1614007.690   142552.504    85737.607   185486.729     1120.711 -2295427.086   266521.846    42347.808       27.692       55.370     7213.565       19.249      270.000   116294.000       34.000     2671.000       51.000      150.000       81.000        0.000       66.263        0.000        8.304       22.837        1.557        1.038        3.330        3.345        4.206
   25800.000 -1613285.895   143765.436    86411.985   185468.784     1086.701 -2294177.083   264158.282    41344.594       27.711       55.384     7323.153       19.752      270.000   116306.000       29.000     2705.000       43.000      169.000       86.000        0.000       64.879        0.000        8.997       23.702        2.422        0.000        3.438        3.456        4.255
   25900.000 -1615413.676   141743.811    86594.802   185442.808     1102.878 -2297155.839   266857.864    42816.394       27.647       55.393     7244.196       19.519      262.000   116106.000       31.000     2634.000       35.000      153.000       85.000        0.000       68.512        0.000        8.997       20.415        2.076        0.000        3.255        3.272        4.108
   26000.000 -1612731.584   146162.633    86526.719   185066.458     1164.786 -2291799.725   260147.545    42933.219       27.657       55.451     7255.455       19.707      264.000   116034.000       31.000     2676.000       43.000      158.000       83.000        0.000       67.128        0.000        9.689       20.242        2.941        0.000        3.396        3.410        4.151
   26100.000 -1614635.523   142515.137    86606.443   185189.395     1179.808 -2296056.407   265930.102    42693.296       27.657       55.400     7327.341       19.500      268.000   116338.000       34.000     2584.000       36.000      152.000       84.000        0.000       65.052        0.000        7.612       25.087        2.249        0.000        3.445        3.462        4.259
   26200.000 -1615547.555   142666.324    86903.233   185636.029     1074.843 -2297410.729   265582.746    43059.456       27.677       55.423     7253.232       19.253      267.000   116358.000       32.000     2660.000       43.000      155.000       85.000        0.000       65.398        0.000        9.689       21.280        3.633        0.000        3.493        3.509        4.146
   26300.000 -1613183.589   143552.840    87038.077   184774.171     1094.402 -2293084.476   263441.398    42872.035       27.796       55.423     7306.544       19.287      270.000   116074.000       31.000     2635.000       34.000      168.000       91.000        0.000       66.782        0.000        8.997       21.799        2.422        0.000        3.527        3.546        4.176
   26400.000 -1612734.716   143153.074    86847.930   184980.179     1129.394 -2292987.619   264142.326    41955.101       27.826       55.412     7239.366       19.133      270.000   116078.000       30.000     2669.000       43.000      160.000       89.000        0.000       67.647        0.000       10.381       21.280        0.692        0.000        3.462        3.478        4.055
   26500.000 -1613071.817   140322.555    86441.465   185540.283     1175.574 -2295990.407   269438.713    42718.439       27.867       55.397     7116.800       19.128      264.000   116312.000       36.000     2702.000       42.000      179.000       86.000        0.000       66.782        0.000        8.304       22.837        2.076        0.000        3.480        3.490        4.087
   26600.000 -1613613.432   142392.838    86772.469   185683.838     1194.742 -2298478.389   268821.070    43284.218       27.822       55.326     7175.492       18.587      275.000   116428.000       33.000     2716.000       36.000      185.000       88.000        0.000       67.474        0.000        6.920       23.875        1.730        0.000        3.603        3.614        4.122
   26700.000 -1612527.024   141376.104    86934.641   185539.493     1156.847 -2296160.796   268626.687    42792.206       27.696       55.377     7211.878       18.763      264.000   116070.000       34.000     2720.000       39.000      159.000       89.000        0.000       65.052        0.000        8.997       25.260        0.692        0.000        3.502        3.516        4.045
   26800.000 -1613660.281   143969.590    85502.369   185768.092     1121.930 -2294287.160   264264.897    42637.313       27.692       55.408     7220.242       18.614      263.000   116102.000       30.000     2712.000       38.000      181.000       85.000        0.000       67.993        0.000       11.765       19.550        0.692        0.000        3.476        3.490        3.950
   26900.000 -1613876.649   144103.899    85817.406   185498.553     1175.220 -2294262.670   263790.943    42239.236       27.845       55.424     7206.831       18.883      265.000   116096.000       34.000     2635.000       45.000      189.000       87.000        0.000       68.339        0.000        6.228       23.183        2.249        0.000        3.438        3.454        3.974
   27000.000 -1613228.623   141079.459    86759.035   185211.970     1124.122 -2293923.422   266520.212    41755.760       27.817       55.412     7222.724       18.731      263.000   116300.000       37.000     2646.000       29.000      159.000       88.000        0.000       67.128        0.000       10.381       20.934        1.557        0.000        3.442        3.455        3.954
   27100.000 -1614826.210   143783.564    86742.771   185686.541     1107.130 -2297107.218   264961.001    43070.336       27.691       55.416     7241.226       18.653      281.000   116186.000       35.000     2676.000       35.000      156.000       89.000        0.000       68.512        0.000        8.997       21.107        1.384        0.000        3.450        3.465        3.984
   27200.000 -1613544.617   145447.297    86191.064   185270.873     1076.401 -2293859.375   262329.123    42554.217       27.658       55.446     7265.933       19.024      272.000   116050.000       31.000     2678.000       37.000      155.000       90.000        0.000       63.495        0.000       11.073       23.702        1.730        0.000        3.505        3.520        4.084
