	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
    9700.000 -1555613.978   140770.306    86305.193   185707.561     1066.762 -2230138.877   260675.076    41885.400       27.335       55.403     7499.020       17.915      287.000   115934.000       54.000     2549.000       36.000      189.000       74.000        0.000       68.685        0.000        7.612       21.972        1.730        0.000        2.405        2.418        3.150
    9800.000 -1555749.489   143309.935    85966.457   185254.077     1144.643 -2232449.884   261025.283    42548.892       27.273       55.415     7507.412       17.884      274.000   115654.000       46.000     2527.000       35.000      163.000       76.000        0.000       68.166        0.000        6.920       22.145        2.768        0.000        2.339        2.350        3.101
    9900.000 -1557316.680   141278.330    86716.861   185380.441     1190.188 -2231626.093   259743.593    41738.108       27.304       55.384     7530.012       17.849      289.000   115878.000       47.000     2548.000       33.000      155.000       75.000        0.000       70.588        0.000        4.152       23.875        1.384        0.000        2.277        2.290        3.071
   10000.000 -1558561.866   143074.259    85904.421   184578.884     1173.727 -2233015.399   259722.242    42511.978       27.371       55.407     7510.875       17.876      284.000   115788.000       42.000     2547.000       28.000      152.000       80.000        0.000       67.301        0.000       11.073       20.761        0.865        0.000        2.513        2.522        3.274
   10100.000 -1556777.661   144592.206    86730.410   184987.676     1153.328 -2232995.557   258754.275    43267.112       27.442       55.481     7563.635       17.880      265.000   115922.000       47.000     2604.000       33.000      151.000       81.000        0.000       67.993        0.000        8.304       22.145        1.557        0.000        2.697        2.709        3.403
   10200.000 -1555495.772   142458.007    85948.154   185116.396     1136.090 -2230265.503   260111.084    42103.617       27.419       55.397     7623.209       17.951      288.000   115644.000       54.000     2543.000       35.000      157.000       76.000        0.000       67.647        0.000       11.073       21.280        0.000        0.000        2.607        2.622        3.274
   10300.000 -1555743.183   142634.839    85922.445   185298.580     1165.413 -2232532.479   261768.020    42215.130       27.460       55.427     7578.921       18.350      261.000   115908.000       51.000     2557.000       34.000      174.000       75.000        0.000       67.128        0.000        9.689       22.318        0.865        0.000        2.713        2.728        3.426
   10400.000 -1558240.930   142743.274    86632.913   185349.427     1090.010 -2231391.599   257335.045    42439.688       27.315       55.371     7505.361       18.065      269.000   116270.000       52.000     2612.000       30.000      168.000       85.000        0.000       69.550        0.000        6.920       22.837        0.692        0.000        2.726        2.740        3.388
   10500.000 -1558256.889   144458.930    85858.997   185346.949     1069.975 -2233913.257   258921.518    42305.644       27.466       55.442     7514.243       18.133      274.000   116310.000       52.000     2571.000       29.000      164.000       78.000        0.000       66.782        0.000        6.920       24.740        1.557        0.000        2.982        2.992        3.609
   10600.000 -1554401.775   141299.086    86104.582   185656.329     1117.709 -2229239.348   260659.866    42689.374       27.427       55.405     7522.667       18.112      287.000   115878.000       55.000     2621.000       33.000      164.000       76.000        0.000       69.896        0.000        8.997       20.415        0.692        0.000        2.872        2.884        3.552
   10700.000 -1557304.815   143789.696    85989.707   185626.996     1204.135 -2231723.628   257808.279    42027.546       27.368       55.408     7507.395       17.914      276.000   115912.000       47.000     2575.000       34.000      153.000       83.000        0.000       71.799        0.000        6.920       20.588        0.692        0.000        2.661        2.677        3.316
   10800.000 -1555011.427   143887.271    85684.213   185350.604     1168.994 -2230211.472   259108.964    42147.583       27.563       55.429     7466.796       18.300      279.000   115780.000       57.000     2490.000       31.000      147.000       85.000        0.000       67.474        0.000        8.304       22.837        1.384        0.000        2.869        2.882        3.539
   10900.000 -1556378.554   141423.645    86162.232   185164.075     1185.997 -2230170.616   259856.114    43103.616       27.685       55.423     7531.408       18.116      278.000   115744.000       51.000     2537.000       34.000      142.000       86.000        0.000       67.474        0.000        7.612       24.913        0.000        0.000        3.084        3.094        3.727
   11000.000 -1556867.713   140790.797    85765.841   185097.639     1191.393 -2229860.833   260147.452    41735.151       27.496       55.389     7443.902       18.145      290.000   115990.000       52.000     2584.000       37.000      183.000       76.000        0.000       68.339        0.000        7.612       22.664        1.384        0.000        2.784        2.799        3.483
   11100.000 -1555785.336   142771.520    86457.243   185088.536     1107.569 -2231620.419   260410.216    43295.899       27.450       55.416     7316.125       17.804      267.000   115870.000       45.000     2548.000       28.000      158.000       72.000        0.000       68.858        0.000        7.612       22.837        0.692        0.000        2.533        2.542        3.217
   11200.000 -1556865.327   141806.763    87389.024   185207.420     1151.017 -2233465.163   261045.613    42507.222       27.509       55.428     7346.227       17.964      281.000   115988.000       50.000     2548.000       33.000      175.000       76.000        0.000       67.820        0.000        8.997       20.934        2.249        0.000        2.710        2.722        3.365
   11300.000 -1556995.837   143271.763    85536.085   185845.926     1157.707 -2232043.570   259236.253    43371.737       27.430       55.410     7335.228       17.890      279.000   115984.000       48.000     2544.000       21.000      163.000       79.000        0.000       68.339        0.000        7.612       23.356        0.692        0.000        2.484        2.498        3.162
   11400.000 -1557420.740   142310.501    86376.591   185156.298     1249.035 -2235912.640   263399.475    42760.072       27.462       55.417     7355.641       17.748      294.000   116030.000       52.000     2563.000       25.000      165.000       86.000        0.000       69.377        0.000        8.304       21.453        0.865        0.000        2.449        2.457        3.143
