        Time	Energy		x1				x2			x3				x4			x5			x6	
   26200.000    2022.252    7713.193   66836.764    13899.914   11124.480     5634.390   75386.660
   26300.000    2158.078    7021.222   67572.643    13915.997   11393.433     6439.611   76352.835
   26400.000    2246.695    8889.788   64779.727    13993.011   11420.498     4742.447   73592.753
   26500.000    2043.668    8098.591   65346.268    13953.465   11110.640     5455.994   74014.361
   26600.000    2084.449    8755.547   64695.683    13839.549   11191.089     4732.346   73450.667
   26700.000    1904.633    8327.789   64991.097    13755.575   10988.825     4897.076   73544.579
   26800.000    2023.137    8530.922   64270.833    13795.186   11173.256     4668.010   72824.698
   26900.000    2016.845    8511.033   64573.809    13953.897   11357.718     4883.233   73355.051
   27000.000    2242.160    7977.752   65182.427    13922.446   11296.006     5508.767   73800.346
   27100.000    2257.927    8120.910   65022.390    13929.151   11346.626     5406.464   73709.313
   27200.000    2163.665    9175.501   64452.900    13773.981   11262.111     4097.144   73050.010
   27300.000    2261.759    8520.603   64439.166    13740.123   11179.994     4609.333   72747.213
   27400.000    1930.303    9011.040   63281.425    13780.080   11089.799     4420.228   72092.109
   27500.000    2079.312    8883.657   63703.831    13653.961   11001.390     4399.356   72254.962
   27600.000    2166.529    8297.048   63664.276    13975.771   11341.941     5148.018   72308.983
   27700.000    2451.671    7186.365   66387.777    14243.697   11568.108     6650.509   75097.391
   27800.000    2350.510    7818.256   64578.194    13945.442   11390.086     5817.576   73308.160
   27900.000    1989.226    7798.781   65891.997    13728.303   11282.563     5585.402   74841.214
   28000.000    2027.172    8324.609   64119.959    13872.322   11189.216     5259.134   72993.423
   28100.000    2274.452    7595.552   64877.053    13795.017   11274.305     5599.683   73277.125
   28200.000    2132.368    9225.521   63259.791    13907.778   11129.026     3916.348   71490.540
   28300.000    2355.978    9495.030   62473.473    14104.590   11276.048     4006.050   70790.033
   28400.000    2157.541    8977.067   63577.588    14003.416   11284.510     4656.670   72334.879
   28500.000    2000.021    9235.744   62609.454    13764.657   10972.386     4092.154   71145.060
   28600.000    1995.685    7871.895   64843.584    14099.114   10934.562     5529.883   73085.125
   28700.000    2023.896    7756.994   64454.551    13724.822   10873.545     5384.979   72721.349
   28800.000    2062.308    9400.622   64207.438    13823.493   11373.325     3851.643   72947.228
   28900.000    1987.831    9165.444   63585.553    13996.574   11395.829     4312.508   72474.931
   29000.000    2070.117    8446.247   64222.293    13910.667   11308.684     4858.745   72855.186
   29100.000    1779.706    8421.228   63844.979    13953.399   11227.948     4861.222   72622.273
   29200.000    1919.639    8855.395   63505.345    13863.316   11223.984     4266.064   72067.833
   29300.000    1887.351   10002.539   63002.995    14100.119   11315.169     3448.679   71781.912
   29400.000    2029.775    9169.695   63474.523    13652.508   11183.082     3783.983   71928.999
   29500.000    2178.280    8927.661   63543.814    14015.446   11275.657     4110.096   71663.502
   29600.000    2173.896    8706.483   64536.633    13953.925   11452.991     4351.849   72920.135
   29700.000    2144.945    8751.571   64862.594    14002.894   11425.530     4354.866   73246.722
   29800.000    2033.455    9078.266   63846.715    14007.285   11367.741     3802.551   72054.534
   29900.000    1991.178    8952.149   65284.874    13922.548   11293.488     4091.920   73708.705
   30000.000    2137.220    9044.819   63506.243    13909.198   11236.163     3899.197   71640.003
   30100.000    2376.812    8864.510   64451.998    13913.458   11461.961     4154.692   72642.891
   30200.000    2282.004    9051.166   63863.348    13791.483   11291.415     3898.471   72030.913
   30300.000    2249.210    7617.780   65442.934    13924.934   11435.145     5387.065   73708.779
   30400.000    2168.878    7267.378   65792.950    13811.677   11176.293     5630.271   73886.337
   30500.000    2181.180    7865.362   64896.716    13981.971   11355.812     5062.619   73017.358
   30600.000    2201.040    7659.910   65322.848    14017.916   11304.672     5538.876   73607.351
   30700.000    2153.263    8378.440   63666.117    13936.793   11652.663     4687.320   72294.484
   30800.000    1979.521    8421.654   64533.064    13778.137   11143.753     4744.829   73085.640
   30900.000    2310.916    7884.036   65034.424    13892.165   11332.966     5446.404   73494.749
   31000.000    2057.296    8616.061   64358.339    13897.627   11313.738     4369.561   72702.776
   31100.000    2240.800    8202.956   64297.844    13889.945   11221.356     5025.328   72616.739
   31200.000    2092.385    8319.372   63390.043    13691.730   11029.090     4527.800   71482.190
   31300.000    2214.927    8846.407   63029.050    13702.016   11206.731     3966.611   71131.857
   31400.000    2325.000    9403.500   63359.362    13902.465   11533.620     3744.562   71813.579
   31500.000    2349.714    9408.929   62902.442    13950.460   11136.023     3750.432   70897.652
   31600.000    2175.912    8856.028   62854.877    13814.133   11156.871     4286.820   71164.552
   31700.000    2381.968    9421.200   62664.973    14028.537   11333.895     3918.848   70928.411
   31800.000    2278.592    8990.983   64307.321    13710.181   11334.633     4109.884   72754.047
   31900.000    2347.001    9039.833   63794.855    14090.447   11221.779     4495.558   72114.576
   32000.000    2366.620    9413.545   63106.814    13851.063   11420.940     4052.417   71776.034
   32100.000    2122.464    8474.489   63799.506    13767.779   11554.558     4771.915   72710.226
   32200.000    2015.133    9663.660   63051.175    13860.791   11466.888     3739.648   72045.447
   32300.000    1965.104    7821.959   65307.551    13889.218   11359.890     5562.734   74197.812
   32400.000    2307.763    8351.778   64732.431    13933.322   11277.067     5071.135   73191.327
   32500.000    1977.486    9314.755   62961.957    13966.891   11270.340     4303.200   71905.875
   32600.000    2326.225    9257.097   62960.086    13932.911   11426.339     4338.161   71722.546
   32700.000    2284.231   10501.893   62771.377    14013.649   11607.644     3059.146   71642.180
   32800.000    2335.040    8475.288   63963.067    13623.001   11427.240     4495.923   72403.478
   32900.000    2254.664    9438.971   63072.210    14311.628   11543.183     4397.892   71885.963
   33000.000    2128.080    8749.440   63689.644    14100.470   11455.584     4772.049   72438.166
   33100.000    2278.700    9068.491   62555.749    13879.212   11307.280     4280.589   71054.197
   33200.000    2623.843    7831.578   63837.396    14070.802   11508.002     5835.952   72318.284
   33300.000    2201.859    7782.385   64589.906    14305.312   11601.965     5995.973   73463.058
   33400.000    2431.330    8644.868   62967.325    14314.515   11630.220     4969.267   71465.835
   33500.000    2552.983    8195.834   64044.136    14040.733   11420.837     5228.117   72295.208
